Index,User name,Start Time,Stop Time,Status,Mark To Pause,Label,Comment,Run ID,Line,Vial,Evaluate,Sample Type,Reference,Acquisition information Background Result,Kiel IV Initial Pressure,Kiel IV Acid Temperature,Linearity Correction Result,Pressure Adjust Target Intensity,High Voltage,Kiel IV Residual CO₂ Pressure,Peak Center Result,Kiel IV Non Condensable Pressure,Pressure Adjust Result Intensity,Initial Intensity from µ-Volume,Kiel IV Leak Rate,Pressure Adjust Initial Intensity,Ion Source Pressure,Pressure Adjust Bellow Position,Kiel IV CO₂ Sample Pressure,Measuring from,Pressure Adjust failed with Target Intensity,Cycle Number,Sample Intensities Sample Intensity 44.00 m/z,45.00 m/z,45.00 m/z__dup2,46.00 m/z,46.00 m/z__dup2,Standard Intensities Standard Intensity 44.00 m/z,"Molecule Deltas CO2 Brand, Assonov and Coplen d45CO2",d46CO2,"CO2 Brand, Assonov and Coplen (Avg.) d45CO2 Mean",d45CO2 SD,d45CO2 SE,d46CO2 Mean,d46CO2 SD,d46CO2 SE,d 13C/12C  Mean,d 13C/12C  Std Dev,d 18O/16O  Mean,d 18O/16O  Std Dev,Excel File,Date,Date_ordinal,leak_rate,p_gases,p_no_acid,total_co2,1  Cycle Int  Samp  44,Identifier 1,Species,Identifier 2,Collector Status,Cycles Total,d13C Cycles Used,d18O Cycles Used,d13C Cycles Excluded,d18O Cycles Excluded,1  Cycle Int  Ref  44,1  Cycle Int  Diff Samp-Ref  44,1  Cycle Int  Pressure-Weighted Mismatch Samp-Ref  44
35.0,GIRMS\IRMS-operator,2026-03-06 10:34:28.277,2026-03-06 11:36:00.044,Running,False,BTS,285,,1,19.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",57 µbar,72 °C,,6.093 V,9.5225 kV,52 µbar,Carbon Dioxide: 0.0225 kV,"1,007 µbar",6.011 V,6.731 V,405 µbar/min,3.243 V,7.94E-008 mbar,40 %,828 µbar,µ-Volume,,Pre,5.870246909270943,6.367375884812428,6.496471194594067,8.376848947633398,8.673107400161658,6.083911911113356,-2.708887502573143,-3.9240936545048566,-2.7345782781614045,0.01846632065100808,0.00461658016275202,-3.9026643668319245,0.018685202822396392,0.00482449862344327,-2.7362909965339552,0.017750368129192732,-3.9046886660464373,0.02244012557958901,Natan Pereira BTS coral series 12.xlsx,2026-03-06 10:34:28.277,739681.0,405.0,1007.0,52.0,828.0,5.690411042649757,BTS,,285,OK,16.0,15.0,15.0,0.0,0.0,5.8101566598051955,-0.11974561715543874,-0.38498083681210205
36.0,GIRMS\IRMS-operator,2026-03-06 11:02:08.176,2026-03-06 12:15:16.936,Running,False,SHP2L,,,2,19.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",40 µbar,72 °C,,14.171 V,9.5221 kV,74 µbar,Carbon Dioxide: 0.0221 kV,"1,031 µbar",12.934 V,16.298 V,449 µbar/min,5.942 V,1.22E-007 mbar,12 %,889 µbar,µ-Volume,,Pre,12.635063202381843,13.721575632205221,13.908824782291726,17.98841158592665,18.579406540035837,13.034786851406809,-0.8509443400220862,-6.0954316647262585,-0.9455390700345031,0.03366391448373297,0.00869198534424323,-6.104227462952398,0.014037406812971998,0.0036244428540386053,-0.9455390700345031,0.03366391448373296,-6.1090195103738365,0.021241077920161174,Natan Pereira BTS coral series 12.xlsx,2026-03-06 11:02:08.176,739681.0,449.0,1031.0,74.0,889.0,12.178107002239866,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,12.32575979948115,-0.14765279724128355,-0.47888524270630245
37.0,GIRMS\IRMS-operator,2026-03-06 11:36:00.209,2026-03-06 12:52:38.237,Running,False,BTS,286,,1,20.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",69 µbar,72 °C,,3.406 V,9.5216 kV,71 µbar,Carbon Dioxide: 0.0216 kV,"1,187 µbar",3.417 V,3.687 V,620 µbar/min,3.298 V,5.49E-008 mbar,79 %,760 µbar,µ-Volume,,Pre,3.2733495517834754,3.552824694276941,3.7154477698753494,4.67133227128539,4.9598634554818615,3.4787357708952267,-2.273592530007029,-3.9640958938256254,-2.2759757407312473,0.0212560030504945,0.00548827638809995,-3.971911073214514,0.024100955547813618,0.006222839964291159,-2.2714276526167345,0.028023575591532002,-3.96825624199512,0.02902463956438263,Natan Pereira BTS coral series 12.xlsx,2026-03-06 11:36:00.209,739681.0,620.0,1187.0,71.0,760.0,3.180530218706998,BTS,,286,OK,16.0,15.0,15.0,0.0,0.0,3.336232452021512,-0.15570223331451416,-0.487261115583801
38.0,GIRMS\IRMS-operator,2026-03-06 12:15:17.080,2026-03-06 13:24:48.989,Running,False,BTS,287,,2,20.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",47 µbar,72 °C,,4.167 V,9.5214 kV,71 µbar,Carbon Dioxide: 0.0214 kV,977 µbar,4.142 V,4.526 V,322 µbar/min,3.387 V,5.94E-008 mbar,63 %,753 µbar,µ-Volume,,Pre,4.01187899227532,4.354542269927895,4.50564004443351,5.7261387350602915,6.014908062443975,4.218751813129507,-2.204508870873756,-3.818834305308494,-2.2256336758183837,0.025956235605145324,0.006701871215264255,-3.802517079054067,0.020285425939204172,0.005071356484801043,-2.2135583793069973,0.05837410131737865,-3.801429263970439,0.02050866643561652,Natan Pereira BTS coral series 12.xlsx,2026-03-06 12:15:17.080,739681.0,322.0,977.0,71.0,753.0,3.8988196860067323,BTS,,287,OK,16.0,15.0,15.0,0.0,0.0,4.040504122928701,-0.14168443692196897,-0.4487902715045425
39.0,GIRMS\IRMS-operator,2026-03-06 12:52:38.460,2026-03-06 13:58:35.769,Running,False,BTS,288,,1,21.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",64 µbar,72 °C,,1.854 V,9.5211 kV,57 µbar,Carbon Dioxide: 0.0211 kV,914 µbar,3.235 V,1.987 V,327 µbar/min,4.097 V,5.13E-008 mbar,100 %,628 µbar,µ-Volume,1.744 V,Pre,1.7899885922784091,1.9427803666379893,3.5436388626201674,2.5543243033175558,4.730296168971549,3.317960944621555,-2.2601777879459606,-3.9319353552232927,-2.282334321830233,0.03559850109792635,0.008899625274481588,-3.962125115512617,0.05207211739932007,0.013018029349830018,-2.2838114240891847,0.03633687594311061,-3.9641377661985717,0.05325169218548473,Natan Pereira BTS coral series 12.xlsx,2026-03-06 12:52:38.460,739681.0,327.0,914.0,57.0,628.0,1.7438782830716641,BTS,,288,OK,16.0,15.0,15.0,0.0,0.0,3.1789332432701047,-1.4350549601984406,-2.5842051346921617
40.0,GIRMS\IRMS-operator,2026-03-06 13:24:49.135,2026-03-06 14:36:52.142,Running,False,BTS,289,,2,21.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",47 µbar,72 °C,,5.149 V,9.5210 kV,79 µbar,Carbon Dioxide: 0.0210 kV,"1,082 µbar",5.096 V,5.638 V,547 µbar/min,3.203 V,6.43E-008 mbar,48 %,821 µbar,µ-Volume,,Pre,4.9596415031813965,5.381224753226714,5.5069457303223395,7.0795387323691825,7.351313522611538,5.15687308464847,-2.480720201233355,-3.5733549902434714,-2.4778195420857227,0.01648413666405602,0.004121034166014005,-3.551662729638923,0.01710835514708335,0.00441735830437705,-2.477626164809214,0.017043906909450776,-3.5471775155921557,0.01964598999827052,Natan Pereira BTS coral series 12.xlsx,2026-03-06 13:24:49.135,739681.0,547.0,1082.0,79.0,821.0,4.816083853147112,BTS,,289,OK,16.0,15.0,15.0,0.0,0.0,4.931681770235314,-0.115597917088202,-0.3705720784212978
41.0,GIRMS\IRMS-operator,2026-03-06 13:58:36.021,2026-03-06 15:16:14.644,Running,False,SHP2L,,,1,22.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.001 V",67 µbar,73 °C,,21.623 V,9.5208 kV,64 µbar,Carbon Dioxide: 0.0208 kV,"1,078 µbar",14.619 V,25.672 V,459 µbar/min,3.303 V,1.29E-007 mbar,10 %,999 µbar,µ-Volume,19.414 V,Pre,20.844060069533235,22.612147705057357,15.742652790048815,29.658423307519563,21.02835619745792,14.756980425330047,-1.6754600031848588,-6.378071409455566,-1.5265777732303352,0.10146123636795293,0.025365309091988232,-6.3352144807901,0.036250365273064016,0.009062591318266004,-1.516652291233367,0.09664814350090087,-6.332357352212403,0.03560915877990997,Natan Pereira BTS coral series 12.xlsx,2026-03-06 13:58:36.021,739681.0,459.0,1078.0,64.0,999.0,19.938412195654756,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,13.929980880232696,6.00843131542206,28.23090758117622
42.0,GIRMS\IRMS-operator,2026-03-06 14:36:52.305,2026-03-06 15:50:05.134,Running,False,BTS,290,,2,22.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",47 µbar,73 °C,,2.859 V,9.5207 kV,67 µbar,Carbon Dioxide: 0.0207 kV,"1,048 µbar",3.189 V,3.079 V,386 µbar/min,14.112 V,5.41E-008 mbar,100 %,687 µbar,µ-Volume,2.482 V,Pre,2.625581508875205,2.849642274394871,3.4751018248913055,3.7472556039899416,4.638179431306555,3.25409997002288,-2.188586612750343,-3.5867827692670495,-2.211978312841513,0.02406019674487429,0.006015049186218572,-3.5507534224404007,0.025860424460846704,0.006677132884180947,-2.2135377595142574,0.024053135033264825,-3.553480237301154,0.031477295157951626,Natan Pereira BTS coral series 12.xlsx,2026-03-06 14:36:52.305,739681.0,386.0,1048.0,67.0,687.0,2.554655031787538,BTS,,290,OK,16.0,15.0,15.0,0.0,0.0,3.1211782837455533,-0.5665232519580155,-1.5221418119184982
43.0,GIRMS\IRMS-operator,2026-03-06 15:16:14.885,2026-03-06 16:20:51.360,Running,False,BTS,291,,1,23.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",59 µbar,72 °C,,3.095 V,9.5210 kV,62 µbar,Carbon Dioxide: 0.0210 kV,"1,097 µbar",3.165 V,3.346 V,615 µbar/min,3.165 V,4.76E-008 mbar,81 %,726 µbar,µ-Volume,,Pre,3.1096025889882775,3.372728947624168,3.4641585679687212,4.438525286528048,4.62348833655967,3.2437427141293025,-2.875793565289886,-3.4849439105612,-2.8584956242162205,0.015732854672400928,0.004062205608967356,-3.4670122257286273,0.02127057770116905,0.005492039546722571,-2.861272119027314,0.02158872267870781,-3.4705953149253586,0.027976699956937932,Natan Pereira BTS coral series 12.xlsx,2026-03-06 15:16:14.885,739681.0,615.0,1097.0,62.0,726.0,3.0221809199060576,BTS,,291,OK,16.0,15.0,15.0,0.0,0.0,3.113112365704305,-0.09093144579824752,-0.28977669094764424
44.0,GIRMS\IRMS-operator,2026-03-06 15:50:05.366,2026-03-06 16:59:21.907,Running,False,BTS,292,,2,23.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",45 µbar,72 °C,,2.206 V,9.5210 kV,71 µbar,Carbon Dioxide: 0.0210 kV,848 µbar,3.135 V,2.351 V,225 µbar/min,3.135 V,4.69E-008 mbar,100 %,638 µbar,µ-Volume,2.058 V,Pre,2.119802368291028,2.297190262177595,3.4310712456997146,3.0254918112635902,4.57930222031453,3.2128994476603325,-3.7175469943006023,-3.518828015105502,-3.693808864549412,0.019069695204376604,0.004923774129586802,-3.483437740326152,0.02537519586160346,0.006781806359743152,-3.6960821874126792,0.023596849338725533,-3.4817030685750194,0.04302421885098752,Natan Pereira BTS coral series 12.xlsx,2026-03-06 15:50:05.366,739681.0,225.0,848.0,71.0,638.0,2.063948083248195,BTS,,292,OK,16.0,15.0,15.0,0.0,0.0,3.080413223485833,-1.0164651402376381,-2.23566109024576
45.0,GIRMS\IRMS-operator,2026-03-06 16:20:51.505,2026-03-06 17:38:56.397,Running,False,BTS,293,,1,24.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",67 µbar,72 °C,,6.283 V,9.5210 kV,64 µbar,Carbon Dioxide: 0.0210 kV,"1,095 µbar",6.210 V,6.948 V,469 µbar/min,3.311 V,7.45E-008 mbar,40 %,863 µbar,µ-Volume,,Pre,6.036667971699673,6.540452702245319,6.699969480698403,8.613013402434918,8.94309491863991,6.274818329899746,-3.7704762483695697,-3.8114563660632816,-3.7739751122909317,0.012160129726478524,0.0031397319945582047,-3.8134298610800275,0.0194795682027958,0.005029602882715979,-3.7707023962073376,0.018250101829073426,-3.816934382885314,0.023427725853236905,Natan Pereira BTS coral series 12.xlsx,2026-03-06 16:20:51.505,739681.0,469.0,1095.0,64.0,863.0,5.847685390825155,BTS,,293,OK,16.0,15.0,15.0,0.0,0.0,5.990885413331848,-0.1432000225066936,-0.45883840565935363
46.0,GIRMS\IRMS-operator,2026-03-06 16:59:22.172,2026-03-06 18:02:31.335,Running,False,SHP2L,,,2,24.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",47 µbar,72 °C,,14.090 V,9.5211 kV,74 µbar,Carbon Dioxide: 0.0211 kV,"1,121 µbar",12.881 V,16.188 V,542 µbar/min,6.117 V,1.17E-007 mbar,13 %,914 µbar,µ-Volume,,Pre,12.587862617738176,13.670821321147752,13.849814069408248,17.923643007787717,18.496324434789674,12.98073173261397,-0.7192858097744281,-5.634072764390541,-0.7173564830395274,0.013464085375611619,0.006732042687805809,-5.644153352921399,0.007218633877396395,0.0036093169386981973,-0.7167133741278938,0.01641465376026259,-5.647513549098353,0.003227615605703715,Natan Pereira BTS coral series 12.xlsx,2026-03-06 16:59:22.172,739681.0,542.0,1121.0,74.0,914.0,12.133123881585528,SHP2L,,,OK,4.0,3.0,3.0,0.0,0.0,12.279542691476273,-0.1464188098907453,-0.47490965679088415
1.0,GIRMS\IRMS-operator,2026-03-06 18:13:04.930,2026-03-06 19:14:36.124,Success,False,SHP2L,,1.0,1,2.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",40 µbar,72 °C,,3.751 V,9.5216 kV,52 µbar,Carbon Dioxide: 0.0216 kV,"1,051 µbar",3.747 V,4.045 V,440 µbar/min,3.305 V,5.28E-008 mbar,71 %,743 µbar,µ-Volume,,Pre,3.60126880325216,3.913656448220219,4.083306006621749,5.126686339063882,5.449961355354447,3.8236303702814505,-0.8812370161217498,-6.099572952262933,-0.8856712779174852,0.024482298392273016,0.006120574598068254,-6.127628331651406,0.02517140906733492,0.006499229874557501,-0.8859668953705345,0.025312010835729246,-6.124420755537127,0.031317139279663904,Natan Pereira BTS coral series 13.xlsx,2026-03-06 18:13:04.930,739681.0,440.0,1051.0,52.0,743.0,3.500663526581548,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,3.666058990334271,-0.16539546375272307,-0.3194574002097074
2.0,GIRMS\IRMS-operator,2026-03-06 18:48:11.653,2026-03-06 19:46:47.655,Success,False,BTS,294,2.0,2,2.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",40 µbar,72 °C,,5.766 V,9.5214 kV,79 µbar,Carbon Dioxide: 0.0214 kV,"1,156 µbar",5.721 V,6.327 V,484 µbar/min,3.717 V,6.82E-008 mbar,43 %,833 µbar,µ-Volume,,Pre,5.566003233021851,6.036395934527402,6.1898268101327565,7.941280218714197,8.26251260224783,5.79690829839325,-2.836633032497593,-3.9019592237786727,-2.839128886233966,0.01484810235394715,0.0038337635426413637,-3.8562047029609454,0.01548863391177178,0.003999148079719703,-2.8358952810214095,0.01986462530583828,-3.856204702960945,0.015488633911771785,Natan Pereira BTS coral series 13.xlsx,2026-03-06 18:48:11.653,739681.0,484.0,1156.0,79.0,833.0,5.403094779387489,BTS,,294,OK,16.0,15.0,15.0,0.0,0.0,5.5384716997281025,-0.13537692034061344,-0.2671380264790659
3.0,GIRMS\IRMS-operator,2026-03-06 19:14:36.239,2026-03-06 20:19:29.262,Success,False,BTS,295,3.0,1,3.0,True,Unknown,,"0.002 V, 0.001 V, 0.002 V",67 µbar,73 °C,,2.360 V,9.5215 kV,67 µbar,Carbon Dioxide: 0.0215 kV,"1,139 µbar",3.230 V,2.522 V,615 µbar/min,5.641 V,4.83E-008 mbar,100 %,684 µbar,µ-Volume,2.193 V,Pre,2.254037061229069,2.445751632892699,3.5197407354550836,3.214861546531172,4.697949301569685,3.296049497475755,-2.4168771451589244,-4.234288922869367,-2.423077298208254,0.012970747311773636,0.0033490325550909273,-4.209016491412099,0.021417808336141736,0.005530054333209289,-2.4267115774902077,0.01783465408218872,-4.211781328445108,0.02689084792420697,Natan Pereira BTS coral series 13.xlsx,2026-03-06 19:14:36.239,739681.0,615.0,1139.0,67.0,684.0,2.193247514983258,BTS,,295,OK,16.0,15.0,15.0,0.0,0.0,3.1596998362687425,-0.9664523212854843,-1.3569401408056416
4.0,GIRMS\IRMS-operator,2026-03-06 19:46:47.744,2026-03-06 20:56:15.025,Success,False,BTS,296,4.0,2,3.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",49 µbar,72 °C,,4.762 V,9.5215 kV,89 µbar,Carbon Dioxide: 0.0215 kV,"1,183 µbar",4.740 V,5.186 V,713 µbar/min,3.203 V,6.00E-008 mbar,53 %,792 µbar,µ-Volume,,Pre,4.579008103632531,4.96807368236578,5.124267356083902,6.533393884853446,6.840044881061638,4.798785330080589,-2.463970527948889,-3.8727541863631254,-2.4887357084787127,0.015461972680734114,0.0038654931701835285,-3.8360577337951396,0.02556675765453627,0.006601308440835998,-2.490386720514033,0.01447136880165756,-3.8286425880179755,0.029922115861627747,Natan Pereira BTS coral series 13.xlsx,2026-03-06 19:46:47.744,739681.0,713.0,1183.0,89.0,792.0,4.446467738904895,BTS,,296,OK,16.0,15.0,15.0,0.0,0.0,4.5918331462544,-0.1453654073495052,-0.28472693604167587
5.0,GIRMS\IRMS-operator,2026-03-06 20:19:29.341,2026-03-06 21:35:45.847,Success,False,BTS,297,5.0,1,4.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",71 µbar,72 °C,,5.308 V,9.5215 kV,64 µbar,Carbon Dioxide: 0.0215 kV,990 µbar,5.256 V,5.810 V,352 µbar/min,3.302 V,6.30E-008 mbar,48 %,853 µbar,µ-Volume,,Pre,5.085142856162836,5.51595176054246,5.662469000588177,7.2556479067089095,7.5578953747583215,5.302550797981073,-2.73522063124898,-3.8586555550578217,-2.7325501797329435,0.01357420744259089,0.0033935518606477227,-3.845570452825646,0.021390339532910602,0.0055229619187123265,-2.732372149631874,0.01403129126367347,-3.84064443528657,0.026142078435219315,Natan Pereira BTS coral series 13.xlsx,2026-03-06 20:19:29.341,739681.0,352.0,990.0,64.0,853.0,4.930652157804457,BTS,,297,OK,16.0,15.0,15.0,0.0,0.0,5.069848951898662,-0.1391967940942047,-0.2738274714429984
6.0,GIRMS\IRMS-operator,2026-03-06 20:56:15.178,2026-03-06 22:09:23.683,Success,False,SHP2L,,6.0,2,4.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",52 µbar,73 °C,,9.673 V,9.5214 kV,89 µbar,Carbon Dioxide: 0.0214 kV,"1,168 µbar",9.230 V,10.865 V,601 µbar/min,5.188 V,9.30E-008 mbar,23 %,897 µbar,µ-Volume,,Pre,9.099376242292452,9.89343417216285,9.901167874822457,12.982853915298177,13.218307163322164,9.275219100410604,-0.03706346513798753,-3.7682646208987425,-0.10319573272653168,0.0185852549111461,0.004798692183725896,-3.778384177660875,0.021738975496088893,0.005434743874022223,-0.10319573272653167,0.0185852549111461,-3.7790588147783506,0.02232793474012055,Natan Pereira BTS coral series 13.xlsx,2026-03-06 20:56:15.178,739681.0,601.0,1168.0,89.0,897.0,8.804223197395467,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,8.814341085846088,-0.010117888450620782,-0.020442288668633218
7.0,GIRMS\IRMS-operator,2026-03-06 21:35:45.961,2026-03-06 22:41:50.286,Success,False,BTS,298,7.0,1,5.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",76 µbar,73 °C,,3.282 V,9.5214 kV,69 µbar,Carbon Dioxide: 0.0214 kV,"1,038 µbar",3.185 V,3.535 V,386 µbar/min,9.023 V,5.31E-008 mbar,86 %,775 µbar,µ-Volume,2.836 V,Pre,2.992252143246181,3.246577281662941,3.4879124534816235,4.269245637110347,4.655265282519087,3.2662397941174572,-2.4825513248351028,-3.8552781601493002,-2.48437880251149,0.021599895341623848,0.005399973835405962,-3.7782045244651714,0.02917732042100428,0.007533551738500476,-2.484500634356583,0.02235232468239624,-3.7782045244651714,0.029177320421004207,Natan Pereira BTS coral series 13.xlsx,2026-03-06 21:35:45.961,739681.0,386.0,1038.0,69.0,775.0,2.908030780178554,BTS,,298,OK,16.0,15.0,15.0,0.0,0.0,3.1344022857821323,-0.22637150560357844,-0.42481951726387474
8.0,GIRMS\IRMS-operator,2026-03-06 22:09:23.784,2026-03-06 23:16:55.394,Success,False,BTS,299,8.0,2,5.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",54 µbar,73 °C,,4.823 V,9.5215 kV,79 µbar,Carbon Dioxide: 0.0215 kV,"1,038 µbar",4.786 V,5.281 V,366 µbar/min,3.161 V,6.00E-008 mbar,51 %,811 µbar,µ-Volume,,Pre,4.659692828346909,5.055801472765158,5.195255874798064,6.65000355287224,6.934622551727411,4.865253954939304,-2.4211514880084772,-3.623128987832347,-2.439210130221466,0.03184264348416209,0.008221735194225326,-3.620165987860878,0.03381851486212805,0.008454628715532013,-2.4466537375340254,0.03945905911089542,-3.6199684545294466,0.03499593298014718,Natan Pereira BTS coral series 13.xlsx,2026-03-06 22:09:23.784,739681.0,366.0,1038.0,79.0,811.0,4.52559753452995,BTS,,299,OK,16.0,15.0,15.0,0.0,0.0,4.656111492282634,-0.13051395775268393,-0.2565948618672207
9.0,GIRMS\IRMS-operator,2026-03-06 22:41:50.424,2026-03-06 23:56:24.706,Success,False,BTS,300,9.0,1,6.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",67 µbar,73 °C,,8.147 V,9.5216 kV,64 µbar,Carbon Dioxide: 0.0216 kV,"1,070 µbar",7.894 V,9.117 V,547 µbar/min,3.312 V,8.39E-008 mbar,29 %,911 µbar,µ-Volume,,Pre,7.835727478401501,8.497851018084459,8.502938628354617,11.180495033852273,11.351158033005408,7.964711929695446,-2.669174872172775,-3.72473235259696,-2.689926614632895,0.02083795874673519,0.005209489686683798,-3.7397364675687275,0.015515595103381987,0.0038788987758454968,-2.6913100641302368,0.02079485524999078,-3.740736741900178,0.01551698073085213,Natan Pereira BTS coral series 13.xlsx,2026-03-06 22:41:50.424,739681.0,547.0,1070.0,64.0,911.0,7.578295017616589,BTS,,300,OK,16.0,15.0,15.0,0.0,0.0,7.584828916038261,-0.006533898421672291,-0.013204943136033922
10.0,GIRMS\IRMS-operator,2026-03-06 23:16:55.541,2026-03-07 00:30:18.747,Success,False,BTS,301,10.0,2,6.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",49 µbar,72 °C,,5.333 V,9.5215 kV,76 µbar,Carbon Dioxide: 0.0215 kV,"1,121 µbar",4.958 V,5.837 V,493 µbar/min,7.750 V,6.62E-008 mbar,50 %,806 µbar,µ-Volume,,Pre,4.9199074857298655,5.336934413884516,5.341460601728671,7.029068574821635,7.129554286697711,5.002370354491178,-2.6135287048235645,-2.4800088227523442,-2.627980470933752,0.03347058681132717,0.008367646702831792,-2.4913054261251344,0.023257610257097338,0.0058144025642743345,-2.628943922007765,0.034414931984672686,-2.492058533016654,0.023871120814928298,Natan Pereira BTS coral series 13.xlsx,2026-03-06 23:16:55.541,739681.0,493.0,1121.0,76.0,806.0,4.77551550916732,BTS,,301,OK,16.0,15.0,15.0,0.0,0.0,4.785216146602018,-0.009700637434697512,-0.01958201646419535
11.0,GIRMS\IRMS-operator,2026-03-06 23:56:24.859,2026-03-07 01:01:45.055,Success,False,SHP2L,,11.0,1,7.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",64 µbar,72 °C,,10.376 V,9.5216 kV,62 µbar,Carbon Dioxide: 0.0216 kV,987 µbar,9.835 V,11.715 V,474 µbar/min,4.902 V,9.62E-008 mbar,20 %,941 µbar,µ-Volume,,Pre,9.698272229627037,10.534867644309998,10.554671287536623,13.803455601680913,14.091629158008729,9.88860476155605,-0.8574416418951625,-6.142580483426197,-0.9135103843337515,0.030496548941072243,0.007624137235268061,-6.167064731412381,0.01371315191412736,0.00342828797853184,-0.9172483004963243,0.02751273513238531,-6.168697014611461,0.012482314360783777,Natan Pereira BTS coral series 13.xlsx,2026-03-06 23:56:24.859,739681.0,474.0,987.0,62.0,941.0,9.365221867349751,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,9.390568718367845,-0.025346851018094085,-0.05113151085727165
12.0,GIRMS\IRMS-operator,2026-03-07 00:30:18.845,2026-03-07 01:38:47.684,Success,False,BTS,302,12.0,2,7.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",49 µbar,72 °C,,2.862 V,9.5214 kV,84 µbar,Carbon Dioxide: 0.0214 kV,"1,165 µbar",3.133 V,3.077 V,611 µbar/min,9.589 V,5.23E-008 mbar,100 %,706 µbar,µ-Volume,2.481 V,Pre,2.6218597904796734,2.843672732116808,3.421597714402359,3.7403809122484746,4.566589119935458,3.2039140478725567,-2.8676245714023274,-3.963156101066123,-2.8670170965634805,0.024099773694358607,0.006222534811041232,-3.941519991765896,0.04400080889799546,0.011000202224498865,-2.862367869187817,0.02998294136454561,-3.9400775844792135,0.0451519169406439,Natan Pereira BTS coral series 13.xlsx,2026-03-07 00:30:18.845,739682.0,611.0,1165.0,84.0,706.0,2.550775429522635,BTS,,302,OK,16.0,15.0,15.0,0.0,0.0,3.0740768203002737,-0.5233013907776387,-0.8783100169478069
13.0,GIRMS\IRMS-operator,2026-03-07 01:01:45.189,2026-03-07 02:16:58.012,Success,False,BTS,303,13.0,1,8.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",62 µbar,73 °C,,5.326 V,9.5216 kV,59 µbar,Carbon Dioxide: 0.0216 kV,990 µbar,5.270 V,5.846 V,454 µbar/min,3.306 V,6.34E-008 mbar,48 %,831 µbar,µ-Volume,,Pre,5.113419905620128,5.549819637255003,5.690855767861426,7.294731263350044,7.596137050818001,5.329555482073415,-2.1031081139331054,-4.001439949469665,-2.09235628600198,0.010316522320428328,0.0026637146091864007,-3.9440754641374203,0.01893873547564778,0.00488996047302743,-2.0893652114844175,0.01310401771646815,-3.94407546413742,0.018938735475647766,Natan Pereira BTS coral series 13.xlsx,2026-03-07 01:01:45.189,739682.0,454.0,990.0,59.0,831.0,4.956963067502304,BTS,,303,OK,16.0,15.0,15.0,0.0,0.0,5.096099434931475,-0.13913636742917124,-0.2737517401295996
14.0,GIRMS\IRMS-operator,2026-03-07 01:38:47.810,2026-03-07 03:20:47.481,Success,False,BTS,304,14.0,2,8.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",47 µbar,72 °C,,4.944 V,9.5217 kV,76 µbar,Carbon Dioxide: 0.0217 kV,"1,173 µbar",4.937 V,5.414 V,635 µbar/min,5.206 V,6.06E-008 mbar,51 %,792 µbar,µ-Volume,,Pre,4.7853196808603995,5.1944300982914084,5.351320387262148,6.83186366953823,7.142448572301598,5.0115138345159815,-1.9628503591545554,-3.2055067752865263,-2.0346656551160076,0.017745128444155142,0.004581772462701627,-3.1948209033960255,0.025639482200968313,0.006409870550242078,-2.0346656551160085,0.0177451284441551,-3.1941085119366592,0.026374968288505902,Natan Pereira BTS coral series 13.xlsx,2026-03-07 01:38:47.810,739682.0,635.0,1173.0,76.0,792.0,4.645184386444403,BTS,,304,OK,16.0,15.0,15.0,0.0,0.0,4.793291794496307,-0.1481074080519038,-0.29032491636478963
